probe_id,plot_id,start_date,start_time,end_date,end_time,lat,lon,location,height,org_layer,excess_length,probe_length,landuse,time_res,available,Hoehe_DGM,Landn,Expo,Inkl,BArt,BTyp,ESC,geometry
S06_003,PS025,07.01.2022,00:00,02.02.2022,23:59,50.176330,11.840220,Weissdorf,536.00,0,0,90,arable_land,10,1,533.12,1500,153.23,1.84,50,4,1554,"c(702789.942749381, 5562097.89412805)"
S08_003,PS020,06.01.2022,00:00,31.01.2022,23:59,50.118920,11.955220,Reicholdsgruen,549.00,0,0,90,arable_land,10,1,557.11,1500,22.01,2.18,50,4,1554,"c(711252.511154268, 5556035.29384645)"
S09_003,PS024,07.01.2022,00:00,02.02.2022,23:59,50.132180,11.815630,Zell,611.00,0,30,90,meadow,10,1,612.99,1600,60.62,4.69,10,4,1614,"c(701219.809743923, 5557123.4238787)"
S11_003,PS027,08.01.2022,00:00,01.02.2022,23:59,50.183640,11.740050,Ploesen,575.00,0,0,120,arable_land,10,1,570.27,1500,228.54,1.81,50,4,1554,"c(695608.99173322, 5562642.84742812)"
S12_003,PS021,06.01.2022,00:00,08.03.2022,23:59,50.179630,11.968690,Niederlamitz,563.00,10,0,120,coniferous_forest,10,1,567.81,1100,94.32,4.27,30,3,1133,"c(711946.569034853, 5562822.09412036)"
S14_003,PS018,06.01.2022,00:00,31.01.2022,23:59,50.056800,11.970080,Zeitelmoos,700.00,6,4,120,coniferous_forest,10,1,628.48,1100,106.94,0.17,50,4,1154,"c(712589.409787286, 5549172.21962144)"
S02_004,PS030,02.02.2022,00:00,08.03.2022,23:59,50.147370,11.927470,Epprechstein,669.00,10,0,120,coniferous_forest,10,1,639.34,1100,110.43,5.05,50,4,1154,"c(709144.991136908, 5559119.63092724)"
S03_004,PS032,03.02.2022,00:00,08.03.2022,23:59,50.146690,11.943860,Kirchlamitz,615.00,0,0,90,arable_land,10,1,615.98,1500,206.80,5.37,50,4,1554,"c(710318.730175701, 5559090.13271911)"
S04_004,PS029,02.02.2022,00:00,08.03.2022,23:59,50.110030,11.921310,Grub,608.00,0,10,90,arable_land,10,1,603.30,1500,181.70,3.14,50,4,1554,"c(708867.541866891, 5554951.60865678)"
S05_004,PS036,04.02.2022,00:00,07.03.2022,23:59,50.165680,11.748560,Biengarten,595.00,0,0,90,meadow,10,1,590.96,1600,165.10,4.39,30,4,1634,"c(696290.039942275, 5560668.68831333)"
