"datetime","T_org","T_05","T_15","T_25","T_35","T_45","T_55","T_65","T_75","T_85","T_95","T_105","T_115","M_org","M_05","M_15","M_25","M_35","M_45","M_55","M_65","M_75","M_85","M_95","M_105","M_115"
2023-12-14 00:00:00,NA,4.859985,5.570007,5.23999,5.399994,5.700012,5.73999,6.690002,7.019989,7.470001,NA,NA,NA,NA,27.0740166387183,27.5352539301963,24.8538688732557,24.8101173910662,23.9471582814734,25.8141972234167,25.3051025448439,27.0925472836167,23.3523680390356,NA,NA,NA
2023-12-14 00:10:00,NA,4.910004,5.540009,5.26001,5.420013,5.769989,5.630005,6.709991,6.910004,7.450012,NA,NA,NA,NA,27.0310158781788,27.5522242421592,24.8538688732557,24.8155090725854,23.935870738264,25.8508489430561,25.2996137422168,27.1218317292089,23.3619290222063,NA,NA,NA
2023-12-14 00:20:00,NA,4.929993,5.589996,5.179993,5.399994,5.850006,5.73999,6.660004,6.98999,7.5,NA,NA,NA,NA,27.0095293186383,27.5352539301963,24.8717591523984,24.8209093646421,23.9132988671214,25.8246632333691,25.3160892847018,27.1042602764023,23.3475795712603,NA,NA,NA
2023-12-14 00:30:00,NA,4.859985,5.519989,5.200012,5.440002,5.799988,5.709991,6.709991,7.019989,7.470001,NA,NA,NA,NA,27.0166854330227,27.5578871980952,24.8717591523984,24.8155090725854,23.9302190574357,25.835138553327,25.3105915901966,27.0984036490867,23.3571484326664,NA,NA,NA
2023-12-14 00:40:00,NA,4.829987,5.640015,5.230011,5.399994,5.769989,5.619995,6.690002,6.98999,7.450012,NA,NA,NA,NA,27.0166854330227,27.5295919401068,24.8717591523984,24.8316939173774,23.9471582814734,25.8613264371493,25.3160892847018,27.1101086400401,23.3667098076406,NA,NA,NA
2023-12-14 00:50:00,NA,4.809998,5.570007,5.179993,5.399994,5.75,5.679993,6.660004,7.040009,7.420013,NA,NA,NA,NA,26.9737461100956,27.5465615278391,24.8851702000391,24.8370865503786,23.9584552092634,25.8508489430561,25.3270769967919,27.0984036490867,23.3762885103388,NA,NA,NA
2023-12-14 01:00:00,NA,4.809998,5.570007,5.209991,5.399994,5.769989,5.709991,6.690002,7.019989,7.519989,NA,NA,NA,NA,26.9522945169628,27.5465615278391,24.8851702000391,24.842496169526,23.9528024549058,25.8508489430561,25.3270769967919,27.1101086400401,23.3571484326664,NA,NA,NA
2023-12-14 01:10:00,NA,4.809998,5.619995,5.209991,5.399994,5.820007,5.660004,6.660004,6.940002,7.5,NA,NA,NA,NA,26.9379897383691,27.5352539301963,24.8896520454436,24.842496169526,23.9415143759183,25.8665612885484,25.3325754211562,27.1335558669431,23.3619290222063,NA,NA,NA
2023-12-14 01:20:00,NA,4.779999,5.619995,5.209991,5.399994,5.769989,5.619995,6.660004,7.040009,7.420013,NA,NA,NA,NA,26.9308549651929,27.5409076085557,24.8896520454436,24.8478892787065,23.9584552092634,25.8770485307714,25.3380656809568,27.1101086400401,23.3810616116032,NA,NA,NA
2023-12-14 01:30:00,NA,4.779999,5.549988,5.179993,5.399994,5.850006,5.660004,6.709991,7.019989,7.420013,NA,NA,NA,NA,26.9237035558297,27.5578871980952,24.8985994719608,24.8586845854394,23.9471582814734,25.8718048008058,25.3325754211562,27.1159743164847,23.3858514535868,NA,NA,NA
2023-12-14 01:40:00,NA,4.76001,5.48999,5.209991,5.420013,5.720001,5.700012,6.690002,7.070007,7.519989,NA,NA,NA,NA,26.9165695646491,27.5805328816687,24.8985994719608,24.8532910005257,23.9810605980086,25.8665612885484,25.3380656809568,27.1042602764023,23.3667098076406,NA,NA,NA
2023-12-14 01:50:00,NA,4.76001,5.459991,5.209991,5.420013,5.850006,5.709991,6.630005,6.98999,7.450012,NA,NA,NA,NA,26.9165695646491,27.5918614499124,24.9030734301798,24.8586845854394,23.9471582814734,25.8718048008058,25.360062783725,27.1276894036932,23.3906414920689,NA,NA,NA
2023-12-14 02:00:00,NA,4.76001,5.51001,5.230011,5.399994,5.769989,5.679993,6.709991,6.959991,7.519989,NA,NA,NA,NA,26.9022772182483,27.5748689598209,24.9030734301798,24.8694808442616,23.9753984554508,25.8822840338937,25.3435645916713,27.1452810530721,23.3714990607181,NA,NA,NA
2023-12-14 02:10:00,NA,4.76001,5.570007,5.160004,5.440002,5.820007,5.76001,6.709991,7.040009,7.549988,NA,NA,NA,NA,26.8951444003542,27.5635418407673,24.9209876550207,24.8640867836918,23.9641082322411,25.8665612885484,25.3490553370391,27.1218317292089,23.3714990607181,NA,NA,NA
2023-12-14 02:20:00,NA,4.709991,5.51001,5.179993,5.399994,5.799988,5.709991,6.709991,6.959991,7.579987,NA,NA,NA,NA,26.9022772182483,27.5805328816687,24.9165130430864,24.880286431813,23.9753984554508,25.8822840338937,25.3490553370391,27.151139775146,23.3619290222063,NA,NA,NA
2023-12-14 02:30:00,NA,4.649994,5.459991,5.130005,5.420013,5.820007,5.609985,6.709991,7.019989,7.470001,NA,NA,NA,NA,26.9237035558297,27.5975346533211,24.9389128775331,24.880286431813,23.9753984554508,25.9137607349745,25.3545631430751,27.1335558669431,23.3954317270349,NA,NA,NA
2023-12-14 02:40:00,NA,4.76001,5.440002,5.209991,5.420013,5.850006,5.679993,6.630005,7.019989,7.450012,NA,NA,NA,NA,26.8737312709063,27.6031995415104,24.9209876550207,24.8856895830704,23.9753984554508,25.8980171817996,25.3820721897622,27.139414065265,23.4050045122207,NA,NA,NA
2023-12-14 02:50:00,NA,4.709991,5.51001,5.23999,5.399994,5.769989,5.600006,6.690002,6.929993,7.5,NA,NA,NA,NA,26.8808714261775,27.5861970450388,24.9209876550207,24.8911013501564,23.9980153781436,25.9242518946083,25.3655542578532,27.168734569831,23.3906414920689,NA,NA,NA
2023-12-14 03:00:00,NA,4.779999,5.480011,5.109985,5.420013,5.769989,5.709991,6.660004,6.959991,7.450012,NA,NA,NA,NA,26.8594691539755,27.5975346533211,24.9523647992131,24.8911013501564,24.0036785962451,25.8980171817996,25.376571575769,27.1628750620984,23.4097953362097,NA,NA,NA
2023-12-14 03:10:00,NA,4.779999,5.459991,5.179993,5.399994,5.820007,5.540009,6.690002,6.959991,7.450012,NA,NA,NA,NA,26.8523386818448,27.6031995415104,24.934437611753,24.9019088448101,23.9923607447278,25.9452621704836,25.371071204989,27.1628750620984,23.4145863566231,NA,NA,NA
2023-12-14 03:20:00,NA,4.809998,5.390015,5.179993,5.399994,5.799988,5.679993,6.660004,6.98999,7.519989,NA,NA,NA,NA,26.8309666258286,27.6258700674281,24.9389128775331,24.907312949503,23.9980153781436,25.9137607349745,25.3820721897622,27.1569987588736,23.3954317270349,NA,NA,NA
2023-12-14 03:30:00,NA,4.809998,5.390015,5.109985,5.399994,5.799988,5.660004,6.660004,7.019989,7.450012,NA,NA,NA,NA,26.8309666258286,27.6258700674281,24.9613251836062,24.9127256714254,24.0036785962451,25.9242518946083,25.3875814582319,27.151139775146,23.4145863566231,NA,NA,NA
2023-12-14 03:40:00,NA,4.76001,5.440002,5.130005,5.399994,5.850006,5.630005,6.690002,6.940002,7.519989,NA,NA,NA,NA,26.838078910448,27.6145386003572,24.9613251836062,24.918130252905,23.9980153781436,25.9347608204944,25.3875814582319,27.1804629001197,23.400213884671,NA,NA,NA
2023-12-14 03:50:00,NA,4.779999,5.459991,5.209991,5.420013,5.769989,5.679993,6.73999,6.98999,7.5,NA,NA,NA,NA,26.8238292099488,27.6145386003572,24.9478806615213,24.918130252905,24.0263175250211,25.9242518946083,25.371071204989,27.1628750620984,23.4097953362097,NA,NA,NA
2023-12-14 04:00:00,NA,4.76001,5.480011,5.179993,5.440002,5.779999,5.630005,6.76001,7.019989,7.5,NA,NA,NA,NA,26.8167091988028,27.608864671147,24.9568407186639,24.9127256714254,24.0206449135461,25.9452621704836,25.371071204989,27.1628750620984,23.4145863566231,NA,NA,NA
2023-12-14 04:10:00,NA,4.779999,5.440002,5.109985,5.399994,5.820007,5.709991,6.690002,6.98999,7.5,NA,NA,NA,NA,26.8095895778611,27.6258700674281,24.9747795609604,24.928948510504,24.0149975230721,25.9242518946083,25.3985839028512,27.1746028688482,23.4145863566231,NA,NA,NA
2023-12-14 04:20:00,NA,4.809998,5.459991,5.230011,5.48999,5.769989,5.709991,6.670013,7.019989,7.470001,NA,NA,NA,NA,26.7811149969189,27.6202042131971,24.9523647992131,24.907312949503,24.0319737700052,25.9295146961274,25.4040854898725,27.168734569831,23.4289688720963,NA,NA,NA
